============================================================
  HERO FIGURE — FULL EXTRACTED DATA
  640 contour pts, 118 strokes, 80 Y-levels
============================================================

── CONTOUR ──
  idx         dx         dy
  y=  3.7  [+0.7367..+1.5609]  [-0.3704..+0.5952]  [-1.4443..-0.6202]
  y=  3.8  [+0.7034..+1.5692]  [-0.3788..+0.4953]  [-1.4527..-0.5869]
  y=  3.9  [-1.5109..+1.6275]
  y=  4.0  [+1.3195..+1.5858]  [-0.7201..+0.8366]  [-1.4693..-1.2112]
  y=  4.1  [+1.5525..+1.5858]  [+1.2862..+1.4277]  [-0.7284..+0.8450]  [-1.3111..-1.1696]  [-1.4693..-1.4360]
  y=  4.2  [+1.5775..+1.5942]  [+1.3944..+1.3944]  [+1.2362..+1.2529]  [-0.7534..+0.8616]  [-1.1363..-1.1197]  [-1.2778..-1.2778]  [-1.4776..-1.4610]
  y=  4.3  [+1.5276..+1.6025]  [+1.2279..+1.3861]  [-0.7700..+0.8866]  [-1.2695..-1.1113]  [-1.4860..-1.4110]
  y=  4.4  [+1.5359..+1.6191]  [+1.2029..+1.4194]  [+0.7784..+0.9032]  [-0.4953..+0.6119]  [-0.7867..-0.6618]  [-1.3028..-1.0864]  [-1.5026..-1.4194]
  y=  4.5  [+1.1946..+1.5775]  [+0.9032..+0.9199]  [+0.7867..+0.7867]  [-0.5036..+0.6202]  [-0.8033..-0.7867]  [-1.4693..-1.0780]
  y=  4.6  [+1.2529..+1.5442]  [+0.9116..+0.9282]  [-0.5203..+0.6285]  [-0.8200..-0.7950]  [-1.4277..-1.1363]
  y=  4.7  [+1.2612..+1.4027]  [+0.9199..+0.9365]  [+0.3122..+0.6452]  [-0.0541..+0.1707]  [-0.5286..-0.1956]  [-0.8283..-0.8033]  [-1.2945..-1.1446]
  y=  4.8  [+0.9282..+0.9448]  [+0.3039..+0.7700]  [-0.0708..+0.1873]  [-0.6535..-0.1873]  [-0.8283..-0.8117]
  y=  4.9  [+0.1956..+0.9448]  [-0.8366..-0.0791]
  y=  5.0  [+0.1873..+0.9448]  [+0.0375..+0.0624]  [-0.8283..-0.0541]
  y=  5.1  [-0.8200..+0.9365]
  y=  5.2  [+0.8283..+0.9199]  [-0.5120..+0.6285]  [-0.8033..-0.7118]
  y=  5.3  [+0.8699..+0.8949]  [-0.5786..+0.6951]  [-0.7784..-0.7534]
  y=  5.4  [+0.7451..+0.8699]  [-0.5120..+0.6285]  [-0.7534..-0.6285]
  y=  5.5  [-0.7534..+0.8699]
  y=  5.6  [+0.7784..+0.8783]  [-0.4121..+0.5286]  [-0.7617..-0.6618]
  y=  5.7  [-0.8283..+0.9448]
  y=  5.8  [+0.7617..+0.9032]  [-0.5120..+0.6202]  [-0.7867..-0.6452]
  y=  5.9  [+0.7700..+0.9282]  [-0.5120..+0.6285]  [-0.8200..-0.6535]
  y=  6.0  [+0.6535..+0.9615]  [-0.4037..+0.5203]  [-0.8450..-0.5369]
  y=  6.1  [+0.7201..+0.9865]  [-0.3122..+0.4287]  [-0.8699..-0.6035]
  y=  6.2  [-0.8866..+1.0031]
  y=  6.3  [-0.8866..+1.0031]
  y=  6.4  [+0.7700..+1.0031]  [-0.5036..+0.6202]  [-0.8866..-0.6535]
  y=  6.5  [+0.7784..+0.9948]  [+0.6035..+0.6368]  [-0.3871..+0.5203]  [-0.5120..-0.5120]  [-0.8783..-0.6618]
  y=  6.6  [+0.7784..+0.9865]  [+0.6202..+0.6285]  [-0.3788..+0.4953]  [-0.8699..-0.6618]
  y=  6.7  [+0.9532..+0.9698]  [-0.6785..+0.7950]  [-0.8616..-0.8366]
  y=  6.8  [+0.9448..+0.9615]  [-0.6785..+0.7950]  [-0.8450..-0.8283]
  y=  6.9  [+0.9282..+0.9532]  [-0.6868..+0.7950]  [-0.8366..-0.8117]
  y=  7.0  [+0.9199..+0.9365]  [-0.5203..+0.6368]  [-0.8283..-0.8033]
  y=  7.1  [+0.9199..+0.9365]  [-0.5203..+0.6368]  [-0.8200..-0.8033]
  y=  7.2  [+0.7867..+0.9365]  [-0.5203..+0.6285]  [-0.8200..-0.6785]
  y=  7.3  [-0.8616..+0.9781]
  y=  7.4  [+0.5952..+0.9615]  [-0.8450..-0.4787]
  y=  7.5  [+0.5952..+0.9948]  [-0.8783..-0.4787]
  y=  7.6  [+0.5786..+1.0447]  [-0.9282..-0.4703]
  y=  7.7  [+0.5786..+1.1197]  [-1.0031..-0.4620]
  y=  7.8  [+1.1779..+1.2029]  [+0.6618..+1.0364]  [-0.9199..-0.5453]  [-1.0864..-1.0614]
  y=  7.9  [+1.1779..+1.2196]  [+0.7034..+1.0614]  [-0.9448..-0.5869]  [-1.1030..-1.0614]
  y=  8.0  [+0.8616..+1.1113]  [-1.0031..-0.7451]

── STROKES ──
  stroke[  0] ( 51 pts): (+0.7451,7.8593), (+0.7617,7.8739), (+0.7784,7.8870), (+0.7950,7.8973), (+0.8117,7.9068), (+0.8283,7.9152), (+0.8450,7.9223), (+0.8616,7.9286), (+0.8783,7.9330), (+0.8949,7.9338), (+0.9116,7.9390), (+0.9282,7.9425), (+0.9448,7.9417), (+0.9615,7.9417), (+0.9781,7.9417), (+0.9948,7.9417), (+1.0114,7.9425), (+1.0281,7.9390), (+1.0447,7.9338), (+1.0614,7.9334), (+1.0780,7.9334), (+1.0947,7.9330), (+1.1113,7.9279), (+1.1280,7.9239), (+1.1446,7.9199), (+1.1621,7.9072), (+1.1621,7.9072), (+1.1446,7.9199), (+1.1280,7.9239), (+1.1113,7.9279), (+1.0947,7.9330), (+1.0780,7.9334), (+1.0614,7.9334), (+1.0447,7.9338), (+1.0281,7.9390), (+1.0114,7.9425), (+0.9948,7.9417), (+0.9781,7.9417), (+0.9615,7.9417), (+0.9448,7.9417), (+0.9282,7.9425), (+0.9116,7.9390), (+0.8949,7.9338), (+0.8783,7.9330), (+0.8616,7.9286), (+0.8450,7.9223), (+0.8283,7.9152), (+0.8117,7.9068), (+0.7950,7.8973), (+0.7784,7.8870), (+0.7617,7.8745)
