============================================================
  BIKER GIRL — FULL EXTRACTED DATA
  639 contour, 179 strokes, 81 Y-levels
============================================================

── CONTOUR ──
  idx         dx         dy
  y=  1.1  [-0.4948..+0.4879]
  y=  1.2  [-0.4533..+0.4533]
  y=  1.3  [-0.3841..+0.3772]
  y=  1.4  [-0.3910..+0.3910]
  y=  1.5  [-0.5502..+0.5502]
  y=  1.6  [+0.0727..+0.8962]  [-0.8962..-0.0796]
  y=  1.7  [+0.2111..+0.9862]  [-0.9862..-0.2111]
  y=  1.8  [-0.2803..+1.0415]  [-1.0415..-0.3841]
  y=  1.9  [-0.3426..+1.0692]  [-1.0692..-0.4879]
  y=  2.0  [+1.0484..+1.0830]  [-1.0830..+0.9792]
  y=  2.1  [+0.6678..+1.0900]  [-0.5294..+0.5225]  [-1.0900..-0.6678]
  y=  2.2  [-1.0969..+1.0969]
  y=  2.3  [+1.1107..+1.1246]  [+0.7024..+0.9516]  [+0.4948..+0.5571]  [-0.2180..+0.3979]  [-0.3564..-0.3149]  [-0.5571..-0.4740]  [-0.9516..-0.7024]  [-1.1246..-1.1107]
  y=  2.4  [+1.1107..+1.1522]  [+0.6678..+1.0069]  [-0.5294..+0.5294]  [-0.9931..-0.6678]  [-1.1522..-1.1246]
  y=  2.5  [+1.1522..+1.1661]  [-0.9931..+0.9931]  [-1.1661..-1.1522]
  y=  2.6  [+1.1315..+1.1730]  [+0.6540..+1.0208]  [-0.5017..+0.4948]  [-1.0208..-0.6540]  [-1.1730..-1.1315]
  y=  2.7  [+0.7578..+1.2007]  [+0.6471..+0.6609]  [-0.4879..+0.4879]  [-0.6609..-0.6471]  [-1.2007..-0.7578]
  y=  2.8  [+0.7924..+1.2422]  [-0.6540..+0.6471]  [-1.2422..-0.7924]
  y=  2.9  [+0.8339..+1.2491]  [-0.3218..+0.6401]  [-0.6401..-0.3910]  [-1.2491..-0.8339]
  y=  3.0  [+1.1799..+1.2976]  [+1.0415..+1.0761]  [+0.8547..+0.8893]  [-0.3010..+0.6401]  [-0.6401..-0.4048]  [-0.8893..-0.8547]  [-1.0761..-1.0277]  [-1.2976..-1.1799]
  y=  3.1  [+1.3114..+1.3253]  [+0.8824..+1.1938]  [+0.5709..+0.6609]  [-0.4740..+0.4671]  [-0.6678..-0.5709]  [-1.1938..-0.8824]  [-1.3253..-1.3114]
  y=  3.2  [+1.2907..+1.3460]  [+0.8962..+1.1522]  [+0.5986..+0.6955]  [-0.2734..+0.4810]  [-0.4810..-0.4187]  [-0.6955..-0.5986]  [-1.1522..-0.8962]  [-1.3460..-1.2907]
  y=  3.3  [+1.2837..+1.3529]  [+0.9239..+1.1522]  [+0.6401..+0.7232]  [+0.4533..+0.4810]  [-0.2872..+0.3080]  [-0.4810..-0.4256]  [-0.7232..-0.6401]  [-1.1522..-0.9239]  [-1.3529..-1.2907]
  y=  3.4  [+1.2699..+1.3599]  [+0.9585..+1.1730]  [+0.2526..+0.7509]  [-0.3010..+0.1488]  [-0.5156..-0.4325]  [-0.7509..-0.5917]  [-1.1730..-0.9585]  [-1.3599..-1.2699]
  y=  3.5  [+1.3391..+1.3668]  [+1.1522..+1.2699]  [+0.9931..+1.0069]  [-0.0035..+0.7232]  [-0.3287..-0.2249]  [-0.4879..-0.4118]  [-0.7232..-0.6125]  [-1.0138..-0.9931]  [-1.2699..-1.1522]  [-1.3668..-1.3391]
  y=  3.6  [+1.0277..+1.3737]  [+0.0796..+0.7370]  [-0.7370..+0.0104]  [-1.3737..-1.0277]
  y=  3.7  [+1.0623..+1.3875]  [+0.4740..+0.7578]  [+0.0934..+0.3564]  [-0.3495..-0.0035]  [-0.7578..-0.4810]  [-1.3875..-1.0623]
  y=  3.8  [+1.3806..+1.3945]  [+1.2007..+1.2353]  [+1.0692..+1.0830]  [+0.7647..+0.7855]  [+0.5986..+0.6332]  [+0.0934..+0.1211]  [-0.1765..-0.0035]  [-0.6401..-0.5986]  [-0.7855..-0.7647]  [-1.0830..-1.0692]  [-1.2353..-1.2007]  [-1.4014..-1.3806]
  y=  3.9  [+1.0900..+1.4083]  [+0.4948..+0.8062]  [-0.3426..+0.3356]  [-0.6955..-0.4948]  [-0.8062..-0.7716]  [-1.4083..-1.0900]
  y=  4.0  [+1.1038..+1.3806]  [+0.7993..+0.8270]  [+0.6263..+0.7024]  [-0.4810..+0.4810]  [-0.7024..-0.6332]  [-0.8270..-0.7993]  [-1.3806..-1.1038]
  y=  4.1  [+1.0761..+1.3875]  [+0.8339..+0.8478]  [+0.1280..+0.6817]  [-0.6817..-0.0035]  [-0.8478..-0.8339]  [-1.3945..-1.0761]
  y=  4.2  [+1.0761..+1.4083]  [+0.8478..+0.8685]  [+0.1073..+0.7024]  [-0.0104..+0.0104]  [-0.7024..-0.1073]  [-0.8685..-0.8478]  [-1.4083..-1.0761]
  y=  4.3  [+1.3529..+1.4083]  [+1.0554..+1.2561]  [+0.8616..+0.8824]  [-0.7232..+0.7232]  [-0.8824..-0.8616]  [-1.2561..-1.0554]  [-1.4083..-1.3529]
